Sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr17	chr18	chr19	chr20	chr21	chr22	chr23	chr24	chr26	chr27	chr28	chr1A	chrZ	scaffold00169	scaffold00189	scaffold00221	scaffold00223	scaffold00224	scaffold00238	scaffold00239	scaffold00242	scaffold00248
PDOM2022NLD0044M	6.367360000000001	6.3661	6.540900000000001	6.4600599999999995	6.808650000000001	6.983559999999999	7.00794	7.211919999999999	7.255190000000001	7.40612	7.370469999999999	7.64442	7.662890000000001	7.64827	7.871369999999999	8.834190000000001	7.779810000000001	8.01347	8.042819999999999	7.455020000000001	7.519690000000001	7.6569600000000015	7.5650200000000005	8.34465	8.54147	8.7961	6.58653	5.954980000000001	7.39833	5.46847	7.533709999999999	10.114070000000002	5.3755999999999995	9.82155	8.195870000000001	8.039099999999998	6.18686
PDOM2022NLD0045M	6.14172	6.13677	6.354220000000001	6.24283	6.739519999999999	6.980269999999999	6.945759999999999	7.31146	7.38475	7.52702	7.46862	7.827030000000001	7.9344	7.93352	8.28884	9.47039	8.15737	8.46729	8.46119	7.917120000000001	8.01781	8.19964	8.10304	9.02505	9.22289	9.43535	6.41479	5.94069	7.90761	5.188700000000001	8.196150000000001	10.979339999999999	5.82173	10.588280000000001	8.68643	7.9704099999999976	6.661859999999999
PDOM2022NLD0046M	6.475750000000001	6.4873199999999995	6.66698	6.56019	6.917290000000001	7.068750000000001	7.12839	7.290230000000001	7.333729999999999	7.462489999999999	7.417210000000001	7.674949999999999	7.71583	7.686019999999999	7.892520000000001	8.871579999999998	7.71691	7.9892199999999995	8.033740000000002	7.3782499999999995	7.271940000000001	7.43122	7.46476	8.09811	8.17275	8.54345	6.69859	6.21603	7.3505	5.77036	7.550129999999999	11.302990000000007	4.91996	10.050589999999998	7.887360000000001	8.164830000000002	6.246899999999999
PDOM2022NLD0047F	6.239380000000001	6.265639999999999	6.40546	6.325959999999999	6.630790000000001	6.747170000000001	6.83895	6.94275	6.972239999999999	7.015609999999999	7.1097	7.302819999999999	7.309660000000001	7.237120000000001	7.407360000000001	8.276110000000001	7.243089999999999	7.524760000000001	7.60332	6.96425	6.74086	6.9297	6.98801	7.46875	7.64753	7.946290000000001	6.43744	3.0738700000000003	6.803909999999999	2.8135499999999998	7.00704	11.160619999999998	4.77593	9.51292	7.391769999999999	8.039939999999998	5.77149
PDOM2022NLD0048F	5.60683	5.647349999999999	5.76724	5.67927	5.90926	6.00938	6.0921	6.141450000000001	6.19762	6.1750300000000005	6.2347600000000005	6.4827900000000005	6.429930000000001	6.36837	6.51762	7.1725200000000005	6.29462	6.534110000000001	6.604080000000001	6.111999999999999	5.8904700000000005	5.956110000000001	6.07488	6.367870000000001	6.6398600000000005	6.823180000000001	5.78038	2.74658	5.87544	2.5478	5.9248199999999995	9.0724	4.092269999999999	8.26145	6.2764500000000005	6.724960000000001	5.35177
PDOM2022NLD0062F	5.49123	5.50771	5.64722	5.564439999999999	5.858619999999999	5.970889999999999	6.032780000000001	6.13958	6.18707	6.2032300000000005	6.24804	6.477659999999999	6.466610000000001	6.44833	6.624680000000001	7.416040000000001	6.488129999999999	6.67335	6.730519999999999	6.164859999999999	6.0857600000000005	6.19839	6.27133	6.68565	6.76881	7.09534	5.683730000000001	2.70255	6.12286	2.42645	6.17867	8.922120000000001	4.26503	8.529460000000002	6.567209999999999	7.013589999999999	5.2114199999999995
PDOM2022NLD0072M	5.785190000000001	5.79632	5.94866	5.86113	6.16847	6.31304	6.38358	6.52041	6.54645	6.66789	6.631489999999999	6.874299999999999	6.913609999999999	6.867319999999999	7.061999999999999	7.97071	6.94803	7.13824	7.148769999999999	6.638989999999999	6.582560000000001	6.75506	6.7185	7.29214	7.425049999999999	7.7799	5.98303	5.51553	6.51284	5.156750000000001	6.75596	9.493789999999997	4.745360000000001	9.13855	7.0641500000000015	7.285490000000001	5.55811
PDOM2022NLD0077M	7.953709999999999	8.00861	8.15464	8.04692	8.29128	8.395529999999999	8.534519999999999	8.52219	8.56747	8.69707	8.693179999999998	8.85684	8.77461	8.708730000000001	8.89818	9.67893	8.62741	8.86831	8.97971	8.210930000000001	7.851710000000001	7.983930000000001	8.18009	8.457970000000001	8.634070000000001	9.04169	8.17454	7.55275	8.01667	7.23044	8.111180000000001	12.376060000000003	6.16079	11.11001	8.636590000000002	9.80756	7.23854
PDOM2022NLD0078F	4.8382000000000005	4.85797	4.9963999999999995	4.907	5.18468	5.29688	5.35423	5.4485399999999995	5.51285	5.5184299999999995	5.537579999999999	5.80602	5.7281699999999995	5.71699	5.85352	6.469250000000001	5.64412	5.91844	5.9508	5.508089999999999	5.1799	5.3419300000000005	5.45773	5.74753	5.99927	6.095980000000001	5.02613	2.3594799999999996	5.22918	2.15797	5.246659999999999	8.00542	3.64717	7.129999999999999	5.6462900000000005	5.815090000000001	4.549099999999999
PDOM2022NLD0080F	5.669440000000001	5.654050000000001	5.82686	5.74385	6.103630000000001	6.28044	6.32125	6.519209999999999	6.58014	6.6132	6.670709999999999	6.94261	7.043610000000001	7.01357	7.215789999999998	8.33185	7.138680000000001	7.41192	7.395910000000001	6.918440000000001	7.06052	7.1181100000000015	6.9933499999999995	7.793340000000001	7.902330000000001	8.369750000000002	5.86344	2.79714	6.85985	2.41737	7.12429	11.058049999999998	5.01361	9.771780000000001	7.77267	7.798380000000002	5.78149
PDOM2022NLD0081F	5.32805	5.33896	5.482310000000001	5.399940000000001	5.672490000000001	5.78346	5.859719999999999	5.9133	5.95606	5.991350000000001	6.01339	6.2428	6.23008	6.20008	6.33997	7.01512	6.177990000000001	6.40722	6.44702	5.91092	5.71207	5.863619999999999	5.95175	6.335240000000001	6.4518200000000006	6.77541	5.5172	2.6098600000000003	5.75976	2.37869	5.901619999999999	8.691450000000001	3.9653600000000004	7.98396	6.270770000000001	6.816650000000001	4.90354
PDOM2022NLD0082F	6.92618	6.93105	7.1059	7.014050000000001	7.33559	7.4970300000000005	7.575090000000001	7.73536	7.750150000000001	7.78443	7.874060000000002	8.12401	8.187570000000001	8.11156	8.36417	9.40782	8.234459999999999	8.445620000000002	8.46116	7.890789999999999	7.911990000000001	7.9956499999999995	8.02336	8.635530000000001	8.869499999999999	9.1808	7.146810000000002	3.3843300000000003	7.75779	3.11796	7.953569999999999	11.057989999999998	5.711069999999999	10.910529999999996	8.55401	9.12922	6.8011
PDOM2022NLD0083F	5.1276600000000006	5.15463	5.274279999999999	5.20306	5.38923	5.47662	5.55863	5.589180000000001	5.603350000000001	5.6363900000000005	5.69993	5.83377	5.7996099999999995	5.741969999999999	5.877949999999999	6.4846699999999995	5.72302	5.935500000000001	5.9549199999999995	5.45708	5.32098	5.382359999999999	5.50789	5.77521	5.8576	6.2198	5.28132	2.52033	5.35992	2.36334	5.36495	7.65184	3.7933899999999996	7.662319999999999	5.74017	6.52707	4.754
PDOM2022NLD0084F	5.0696200000000005	5.068960000000001	5.26251	5.1563	5.583600000000001	5.78289	5.77897	6.06243	6.1285799999999995	6.1671000000000005	6.155779999999999	6.4974799999999995	6.585419999999999	6.59274	6.870229999999999	7.85693	6.76775	6.971660000000001	7.00173	6.50672	6.60025	6.839930000000001	6.748260000000001	7.40348	7.323170000000001	7.727079999999999	5.30152	2.51432	6.51602	2.14283	6.747419999999999	9.182270000000003	4.6467	9.017160000000002	6.97166	6.937579999999998	5.215679999999999
PDOM2022NLD0107J	5.952489999999999	5.91666	6.145090000000001	6.03545	6.57446	6.83985	6.82111	7.227810000000002	7.303349999999998	7.4529700000000005	7.3770500000000006	7.801670000000001	7.949470000000002	7.95044	8.28513	9.690499999999998	8.300170000000001	8.567369999999999	8.56586	8.01947	8.38377	8.542399999999999	8.39155	9.41414	9.482850000000001	9.78895	6.21192	5.697429999999999	8.0908	4.9855	8.35707	10.607630000000006	6.17396	10.970740000000001	8.857520000000001	8.220209999999998	6.444629999999999
PDOM2022NLD0108J	6.524919999999999	6.57427	6.70873	6.61842	6.824960000000001	6.9125000000000005	7.02594	6.98908	7.03753	7.165889999999999	7.1239799999999995	7.289350000000001	7.197189999999999	7.123049999999999	7.23194	7.9084900000000005	6.971279999999999	7.18552	7.31724	6.66384	6.16823	6.387949999999999	6.60333	6.85712	6.95096	7.2409	6.72733	6.2121200000000005	6.451079999999999	5.9091499999999995	6.4141200000000005	9.589270000000003	4.2836	8.88121	6.82142	8.25762	5.656229999999999
PI22NLD0001M	5.0783499999999995	5.12185	5.20464	5.1368	5.2418000000000005	5.28466	5.38723	5.2875499999999995	5.327920000000001	5.41991	5.39168	5.49723	5.36524	5.301589999999999	5.38622	5.757900000000001	5.1928399999999995	5.34828	5.475690000000001	4.96718	4.6693500000000006	4.6732	5.009519999999999	4.90999	4.95813	5.12222	5.18011	4.84382	4.75378	4.6595699999999995	4.87989	8.833200000000001	3.6214000000000004	6.919850000000001	4.93541	6.697350000000002	4.666440000000001
TreeSparrow_01	9.40276	9.51756	9.669120000000001	9.63444	9.69164	9.782319999999999	9.99963	9.775730000000001	9.849120000000001	9.907190000000002	9.96561	10.07518	9.78033	9.673259999999999	9.664950000000001	9.994889999999998	9.344459999999998	9.52482	9.70406	8.74944	7.853010000000001	8.064250000000001	8.68332	8.17482	8.18485	8.68051	9.655009999999999	8.80302	8.215060000000001	8.696959999999999	8.25691	12.634710000000002	5.2142	11.01577	8.68014	9.367759999999999	13.355129999999999
TreeSparrow_02	12.20455	12.4067	12.41084	12.47898	12.116830000000002	11.941600000000001	12.386699999999998	11.6813	11.69028	11.569930000000001	11.835189999999999	11.67311	11.250879999999999	11.079749999999999	10.72982	10.665090000000001	10.251019999999999	10.425839999999999	10.778129999999999	9.49483	8.111609999999999	8.31006	9.064940000000002	8.31786	8.49786	8.86689	12.331519999999998	5.7983400000000005	8.81723	6.06869	8.551599999999999	13.99877	5.42423	12.75738	9.28056	12.43462	13.302389999999999
TreeSparrow_03	10.656350000000002	10.8239	10.87252	10.953470000000001	10.720130000000001	10.63121	10.93675	10.48199	10.49016	10.59096	10.66028	10.59352	10.23481	10.1111	9.896440000000002	10.059370000000001	9.53402	9.663580000000001	9.99744	8.884730000000001	7.790790000000001	7.999320000000001	8.63064	8.0388	8.03724	8.65732	10.81741	9.991330000000001	8.24881	10.482210000000002	8.16653	13.198099999999998	5.07376	10.82574	8.76341	10.0631	12.86108
TreeSparrow_04	10.526459999999998	10.705580000000001	10.78187	10.80484	10.68107	10.684660000000001	10.968300000000001	10.529599999999999	10.60406	10.45561	10.676260000000001	10.701820000000001	10.31676	10.19909	10.0621	10.117230000000001	9.588270000000001	9.807360000000001	10.07779	8.955	7.7668	7.9926200000000005	8.69703	8.029399999999999	8.08857	8.53255	10.732879999999998	5.02819	8.33277	5.067500000000001	8.23492	13.084330000000001	4.9538899999999995	11.49074	8.75709	10.96307	15.143899999999999
TreeSparrow_05	8.76317	8.88551	9.03106	9.050859999999998	9.043289999999999	9.148850000000001	9.36565	9.166720000000002	9.23832	9.282309999999999	9.3321	9.46945	9.153970000000001	9.01024	9.056389999999999	9.26683	8.64889	8.89912	9.1176	8.11027	7.1715	7.3817900000000005	8.0907	7.360469999999999	7.448689999999999	7.8103	9.01718	8.200220000000002	7.549669999999999	8.23738	7.608049999999999	11.399230000000001	4.748880000000001	10.16197	7.92076	8.42135	12.280359999999998
TreeSparrow_06	8.6582	8.79008	8.93581	8.92685	8.934009999999999	9.04263	9.22788	8.982130000000002	9.076609999999999	9.124990000000002	9.124619999999998	9.27269	8.920829999999999	8.78096	8.804129999999999	8.94773	8.40635	8.63848	8.82297	7.918659999999999	6.90239	7.09887	7.77351	7.123099999999999	7.114370000000001	7.51294	8.91308	8.072560000000001	7.310980000000001	7.99325	7.286629999999999	11.41485	4.62426	9.836459999999999	7.690339999999999	8.44245	12.845859999999995
TreeSparrow_07	10.51309	10.654539999999999	10.79727	10.79838	10.793460000000001	10.88599	11.20881	10.87192	10.97239	11.029699999999998	11.095350000000002	11.171380000000001	10.92247	10.76249	10.76471	11.084	10.367059999999999	10.63328	10.84222	9.80817	8.77352	9.05628	9.69525	9.192120000000001	9.236040000000001	9.764660000000001	10.747600000000002	9.863830000000002	9.08455	9.769950000000001	9.245809999999999	14.140729999999994	5.864089999999999	12.569270000000001	9.831579999999999	10.39336	12.15347
TreeSparrow_08	10.092820000000003	10.22543	10.34629	10.387110000000002	10.38233	10.43658	10.71346	10.4566	10.534719999999998	10.41191	10.658719999999999	10.77695	10.490739999999999	10.315590000000002	10.36298	10.67932	9.955440000000001	10.19776	10.35403	9.44853	8.488320000000002	8.664539999999999	9.33365	8.842610000000002	8.83817	9.26048	10.343530000000001	4.83586	8.7773	4.7461400000000005	8.949489999999999	13.725169999999999	5.835709999999999	12.758680000000002	9.428429999999999	10.82965	15.382010000000001
TreeSparrow_09	9.85323	9.96203	10.147039999999999	10.127360000000001	10.235109999999999	10.370130000000001	10.55591	10.46892	10.55471	10.610040000000001	10.669939999999999	10.85928	10.615190000000002	10.46967	10.59017	10.98037	10.18312	10.493179999999999	10.685690000000001	9.650360000000001	8.712570000000001	8.973930000000001	9.62291	9.15157	9.12726	9.6455	10.11027	9.310599999999999	9.03741	9.0947	9.18669	13.656640000000003	5.86904	12.460899999999999	9.52929	9.71291	16.442570000000018
TreeSparrow_10	10.90368	11.052780000000002	11.088949999999999	11.20313	10.929179999999999	10.853740000000002	11.216630000000002	10.753210000000001	10.78121	10.639259999999998	10.940940000000001	10.890229999999999	10.58267	10.37777	10.20411	10.35961	9.83538	10.0428	10.30271	9.24177	8.10148	8.38637	9.0288	8.42904	8.43544	8.94834	11.048020000000003	5.18764	8.60333	5.33943	8.600349999999999	13.818070000000002	5.569859999999999	12.76969	9.09299	11.446330000000003	15.021569999999997
