Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Allosome	K = 5	 0.035836
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Allosome	K = 6	 0.010454
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Autosomes	K = 2	-0.007520
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Allosome	K = 2	-0.010352
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Allosome	K = 6	 0.011843
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Allosome	K = 4	 0.035653
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Autosomes	K = 2	-0.009696
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Allosome	K = 5	 0.014250
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Allosome	K = 4	 0.013887
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Allosome	K = 5	 0.045409
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Autosomes	K = 7	 0.000114
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Allosome	K = 5	 0.033222
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Autosomes	K = 7	 0.000404
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Autosomes	K = 3	 0.001347
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Autosomes	K = 4	-0.001438
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Allosome	K = 2	-0.026764
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Allosome	K = 4	 0.045191
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Allosome	K = 4	 0.019667
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Allosome	K = 6	 0.007615
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Autosomes	K = 2	-0.004589
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Autosomes	K = 5	-0.000136
KAZ14035	Crotone501	Chokpak	Crotone	Chokpak_04	Crotone_03	Allosome	K = 4	 0.004750
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Autosomes	K = 4	 0.002160
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Autosomes	K = 6	-0.003039
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Allosome	K = 2	-0.016099
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Allosome	K = 5	 0.013597
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Allosome	K = 2	-0.002439
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Allosome	K = 6	 0.002176
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Allosome	K = 7	 0.020785
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Allosome	K = 2	 0.025887
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Autosomes	K = 6	-0.000738
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Allosome	K = 7	-0.013023
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Autosomes	K = 3	-0.001260
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Autosomes	K = 4	 0.004542
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Autosomes	K = 6	 0.002660
KAZ14035	Crotone501	Chokpak	Crotone	Chokpak_04	Crotone_03	Autosomes	K = 6	-0.003605
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Autosomes	K = 2	-0.008555
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Allosome	K = 7	-0.018500
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Autosomes	K = 7	 0.003477
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Autosomes	K = 5	-0.001257
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Allosome	K = 3	 0.030096
KAZ14035	Crotone501	Chokpak	Crotone	Chokpak_04	Crotone_03	Allosome	K = 7	-0.026239
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Autosomes	K = 7	-0.003121
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Autosomes	K = 3	-0.003364
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Allosome	K = 2	-0.001608
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Autosomes	K = 7	-0.000977
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Allosome	K = 4	 0.013382
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Autosomes	K = 3	 0.002160
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Autosomes	K = 4	-0.003364
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Autosomes	K = 3	 0.003557
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Allosome	K = 6	-0.014845
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Autosomes	K = 3	 0.000575
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Allosome	K = 5	 0.024175
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Allosome	K = 7	 0.041679
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Allosome	K = 5	 0.020259
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Allosome	K = 6	-0.015578
KAZ14053	Crotone501	Chokpak	Crotone	Chokpak_05	Crotone_03	Allosome	K = 7	 0.006480
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Allosome	K = 3	 0.031907
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Autosomes	K = 2	-0.004353
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Allosome	K = 4	 0.030305
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Autosomes	K = 4	 0.001347
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Allosome	K = 2	-0.005068
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Autosomes	K = 4	 0.003557
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Allosome	K = 6	 0.018114
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Autosomes	K = 5	-0.000020
KAZ14057	Crotone501	Chokpak	Crotone	Chokpak_08	Crotone_03	Autosomes	K = 5	 0.002786
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Allosome	K = 4	 0.051771
KAZ14054	Crotone501	Chokpak	Crotone	Chokpak_06	Crotone_03	Autosomes	K = 5	-0.000551
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Allosome	K = 5	 0.051576
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Autosomes	K = 2	-0.006651
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Autosomes	K = 6	-0.000179
KAZ14035	Crotone501	Chokpak	Crotone	Chokpak_04	Crotone_03	Allosome	K = 2	-0.036079
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Autosomes	K = 2	-0.012046
KAZ14061	Crotone501	Chokpak	Crotone	Chokpak_10	Crotone_03	Autosomes	K = 3	 0.001507
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Autosomes	K = 2	-0.006116
KAZ14055	Crotone501	Chokpak	Crotone	Chokpak_07	Crotone_03	Allosome	K = 7	-0.002126
KAZ14003	Crotone501	Chokpak	Crotone	Chokpak_02	Crotone_03	Autosomes	K = 6	 0.001050
KAZ14001	Crotone501	Chokpak	Crotone	Chokpak_01	Crotone_03	Autosomes	K = 3	 0.004542
KAZ14032	Crotone501	Chokpak	Crotone	Chokpak_03	Crotone_03	Allosome	K = 3	 0.012533
KAZ14059	Crotone501	Chokpak	Crotone	Chokpak_09	Crotone_03	Allosome	K = 2	-0.001608
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Autosomes	K = 3	 0.002954
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Allosome	K = 5	 0.015086
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Autosomes	K = 7	 0.002770
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Allosome	K = 2	 0.007697
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Autosomes	K = 7	-0.000159
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Autosomes	K = 7	 0.000764
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Allosome	K = 3	 0.036608
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Autosomes	K = 4	 0.003941
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Autosomes	K = 6	-0.003352
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Allosome	K = 5	 0.018203
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Allosome	K = 2	-0.029731
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Autosomes	K = 3	-0.000811
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Allosome	K = 2	 0.010710
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Autosomes	K = 5	-0.002930
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Autosomes	K = 4	-0.002932
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Autosomes	K = 4	 0.001276
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Autosomes	K = 5	 0.001409
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Allosome	K = 2	-0.021839
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Autosomes	K = 6	 0.002472
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Allosome	K = 7	 0.001491
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Autosomes	K = 2	-0.004370
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Allosome	K = 6	-0.023539
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Allosome	K = 7	-0.008639
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Allosome	K = 4	 0.073310
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Allosome	K = 6	-0.012714
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Autosomes	K = 3	 0.001276
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Autosomes	K = 7	-0.001098
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Autosomes	K = 2	-0.005510
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Autosomes	K = 4	 0.002533
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Autosomes	K = 5	-0.001340
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Autosomes	K = 2	-0.007036
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Allosome	K = 5	 0.035168
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Allosome	K = 5	 0.073605
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Autosomes	K = 7	 0.002096
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Allosome	K = 3	 0.072966
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Allosome	K = 4	 0.034943
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Allosome	K = 4	 0.008541
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Autosomes	K = 4	 0.002954
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Allosome	K = 3	 0.034586
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Allosome	K = 7	 0.018612
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Allosome	K = 4	 0.015178
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Autosomes	K = 5	-0.003301
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Autosomes	K = 7	 0.001731
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Autosomes	K = 2	-0.002727
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Allosome	K = 6	 0.013298
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Allosome	K = 5	 0.041293
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Autosomes	K = 6	-0.000576
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Allosome	K = 6	-0.011864
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Allosome	K = 7	-0.002045
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Allosome	K = 6	-0.011747
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Autosomes	K = 3	 0.002533
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Autosomes	K = 6	 0.000723
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Allosome	K = 3	 0.016740
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Allosome	K = 7	-0.020631
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Allosome	K = 6	-0.000692
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Allosome	K = 6	 0.021683
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Autosomes	K = 4	-0.001353
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Autosomes	K = 6	-0.002799
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Allosome	K = 5	 0.009309
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Autosomes	K = 6	-0.000948
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Allosome	K = 4	 0.030930
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Allosome	K = 7	-0.019710
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Autosomes	K = 5	 0.002489
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Allosome	K = 2	-0.040598
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Allosome	K = 5	 0.031072
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Autosomes	K = 5	-0.000787
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Allosome	K = 5	 0.037047
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Autosomes	K = 3	 0.003941
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Autosomes	K = 4	-0.000185
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Allosome	K = 7	 0.018034
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Autosomes	K = 7	-0.001717
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Autosomes	K = 6	-0.001461
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Allosome	K = 3	 0.014245
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Allosome	K = 2	 0.004103
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Allosome	K = 3	-0.004774
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Allosome	K = 6	 0.050181
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Autosomes	K = 2	-0.005759
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Autosomes	K = 5	 0.000562
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Allosome	K = 3	 0.028752
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Allosome	K = 2	-0.010388
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Autosomes	K = 5	 0.002605
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Allosome	K = 4	 0.041358
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Autosomes	K = 2	-0.006366
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Autosomes	K = 7	-0.002838
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Autosomes	K = 3	-0.001353
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Allosome	K = 7	-0.012827
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Autosomes	K = 3	-0.002932
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Allosome	K = 2	-0.007218
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Autosomes	K = 4	 0.003887
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Allosome	K = 3	 0.008690
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Autosomes	K = 3	 0.003887
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Allosome	K = 3	 0.028395
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Allosome	K = 7	-0.035717
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Allosome	K = 5	 0.030876
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Allosome	K = 6	 0.019742
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Autosomes	K = 2	-0.002819
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Allosome	K = 4	 0.030304
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Allosome	K = 7	 0.044169
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Allosome	K = 2	-0.008492
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Autosomes	K = 5	 0.002061
KAZ14053	Crotone502	Chokpak	Crotone	Chokpak_05	Crotone_04	Autosomes	K = 7	-0.002698
KAZ14054	Crotone502	Chokpak	Crotone	Chokpak_06	Crotone_04	Autosomes	K = 6	 0.001871
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Autosomes	K = 6	 0.001428
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Autosomes	K = 4	-0.000811
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Autosomes	K = 3	-0.000185
KAZ14035	Crotone502	Chokpak	Crotone	Chokpak_04	Crotone_04	Allosome	K = 2	-0.037048
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Allosome	K = 5	-0.005365
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Autosomes	K = 2	-0.003159
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Autosomes	K = 3	-0.000108
KAZ14001	Crotone502	Chokpak	Crotone	Chokpak_01	Crotone_04	Allosome	K = 4	 0.036996
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Autosomes	K = 2	-0.009078
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Autosomes	K = 6	 0.002452
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Allosome	K = 4	 0.017543
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Autosomes	K = 5	-0.000813
KAZ14003	Crotone502	Chokpak	Crotone	Chokpak_02	Crotone_04	Autosomes	K = 7	 0.000849
KAZ14032	Crotone502	Chokpak	Crotone	Chokpak_03	Crotone_04	Allosome	K = 3	 0.040930
KAZ14057	Crotone502	Chokpak	Crotone	Chokpak_08	Crotone_04	Autosomes	K = 4	-0.000108
KAZ14055	Crotone502	Chokpak	Crotone	Chokpak_07	Crotone_04	Autosomes	K = 2	-0.001618
KAZ14059	Crotone502	Chokpak	Crotone	Chokpak_09	Crotone_04	Allosome	K = 6	 0.008110
KAZ14061	Crotone502	Chokpak	Crotone	Chokpak_10	Crotone_04	Allosome	K = 4	-0.005015
KAZ14032	Crotone505	Chokpak	Crotone	Chokpak_03	Crotone_05	Autosomes	K = 6	 0.004436
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Autosomes	K = 7	-0.000346
KAZ14057	Crotone505	Chokpak	Crotone	Chokpak_08	Crotone_05	Autosomes	K = 2	-0.003218
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Allosome	K = 4	-0.007004
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Autosomes	K = 3	-0.000846
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Allosome	K = 7	-0.023026
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Autosomes	K = 6	 0.002535
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Autosomes	K = 2	-0.002056
KAZ14061	Crotone505	Chokpak	Crotone	Chokpak_10	Crotone_05	Autosomes	K = 5	-0.000951
KAZ14057	Crotone505	Chokpak	Crotone	Chokpak_08	Crotone_05	Autosomes	K = 7	 0.000706
KAZ14003	Crotone505	Chokpak	Crotone	Chokpak_02	Crotone_05	Autosomes	K = 5	 0.002578
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Autosomes	K = 4	 0.004262
KAZ14001	Crotone505	Chokpak	Crotone	Chokpak_01	Crotone_05	Allosome	K = 3	-0.011856
KAZ14057	Crotone505	Chokpak	Crotone	Chokpak_08	Crotone_05	Autosomes	K = 6	 0.000853
KAZ14057	Crotone505	Chokpak	Crotone	Chokpak_08	Crotone_05	Allosome	K = 7	 0.014920
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Autosomes	K = 4	 0.003084
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Autosomes	K = 4	-0.000798
KAZ14061	Crotone505	Chokpak	Crotone	Chokpak_10	Crotone_05	Autosomes	K = 6	-0.001079
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Allosome	K = 7	-0.013359
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Autosomes	K = 6	 0.002982
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Allosome	K = 5	 0.006104
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Autosomes	K = 5	 0.002848
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Allosome	K = 2	 0.005513
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Allosome	K = 6	 0.032159
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Autosomes	K = 3	 0.003084
KAZ14032	Crotone505	Chokpak	Crotone	Chokpak_03	Crotone_05	Allosome	K = 5	 0.044031
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Allosome	K = 4	 0.049184
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Allosome	K = 3	-0.007370
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Allosome	K = 5	-0.004381
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Autosomes	K = 7	 0.002567
KAZ14032	Crotone505	Chokpak	Crotone	Chokpak_03	Crotone_05	Autosomes	K = 7	 0.005160
KAZ14032	Crotone505	Chokpak	Crotone	Chokpak_03	Crotone_05	Allosome	K = 6	 0.017688
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Allosome	K = 5	-0.008499
KAZ14061	Crotone505	Chokpak	Crotone	Chokpak_10	Crotone_05	Allosome	K = 2	-0.025420
KAZ14055	Crotone505	Chokpak	Crotone	Chokpak_07	Crotone_05	Autosomes	K = 7	 0.000070
KAZ14057	Crotone505	Chokpak	Crotone	Chokpak_08	Crotone_05	Allosome	K = 3	 0.024524
KAZ14055	Crotone505	Chokpak	Crotone	Chokpak_07	Crotone_05	Allosome	K = 6	-0.032772
KAZ14061	Crotone505	Chokpak	Crotone	Chokpak_10	Crotone_05	Autosomes	K = 2	-0.005382
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Autosomes	K = 5	-0.000854
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Autosomes	K = 4	-0.000846
KAZ14003	Crotone505	Chokpak	Crotone	Chokpak_02	Crotone_05	Allosome	K = 4	-0.002276
KAZ14053	Crotone505	Chokpak	Crotone	Chokpak_05	Crotone_05	Allosome	K = 3	 0.049266
KAZ14057	Crotone505	Chokpak	Crotone	Chokpak_08	Crotone_05	Allosome	K = 6	-0.001372
KAZ14055	Crotone505	Chokpak	Crotone	Chokpak_07	Crotone_05	Autosomes	K = 3	 0.001240
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Allosome	K = 3	-0.005113
KAZ14001	Crotone505	Chokpak	Crotone	Chokpak_01	Crotone_05	Autosomes	K = 4	 0.002442
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Autosomes	K = 3	-0.000798
KAZ14035	Crotone505	Chokpak	Crotone	Chokpak_04	Crotone_05	Allosome	K = 4	 0.006684
KAZ14054	Crotone505	Chokpak	Crotone	Chokpak_06	Crotone_05	Allosome	K = 6	-0.029506
KAZ14001	Crotone505	Chokpak	Crotone	Chokpak_01	Crotone_05	Allosome	K = 2	-0.036574
KAZ14059	Crotone505	Chokpak	Crotone	Chokpak_09	Crotone_05	Autosomes	K = 2	-0.005182
